0.65 0.0276364 0.00676216 0.00487375 0.00599142
0.66 0.0283958 0.00691247 0.00494863 0.00605891
0.67 0.0291628 0.0070643 0.00502331 0.00612629
0.68 0.0299354 0.0072156 0.00509738 0.00619287
0.69 0.030714 0.00736802 0.00517154 0.00625936
0.7 0.0314994 0.00752089 0.00524565 0.00632518
0.71 0.0322896 0.00767504 0.00531953 0.00639079
0.72 0.0330865 0.00782991 0.00539259 0.00645571
0.73 0.0338889 0.00798491 0.00546541 0.00652059
0.74 0.0346962 0.00814092 0.00553888 0.00658489
0.75 0.0355101 0.00829804 0.00561133 0.00664889
0.76 0.0363286 0.0084549 0.00568319 0.00671261
0.77 0.0371509 0.00861414 0.00575563 0.00677629
0.78 0.0379783 0.00877244 0.00582821 0.00683869
0.79 0.0388114 0.00893176 0.00589976 0.00690205
0.8 0.039648 0.00909195 0.00597064 0.00696447
0.81 0.0404898 0.00925357 0.00604194 0.00702636
0.82 0.0413351 0.00941429 0.00611316 0.00708857
0.83 0.0421853 0.00957693 0.00618392 0.00714995
0.839999 0.0430389 0.00973956 0.00625419 0.00721116
0.849999 0.0438966 0.00990345 0.00632497 0.0072719
0.859999 0.0447572 0.0100677 0.0063947 0.00733287
0.869999 0.0456226 0.0102333 0.00646462 0.00739355
0.879999 0.0464899 0.0103987 0.00653456 0.00745375
0.889999 0.0473615 0.0105653 0.00660411 0.00751416
0.899999 0.0482362 0.0107323 0.00667342 0.00757321
0.909999 0.0491141 0.0109003 0.00674243 0.00763265
0.919999 0.049994 0.0110686 0.00681144 0.00769205
0.929999 0.0508771 0.0112384 0.00687974 0.00775143
0.939999 0.051764 0.0114079 0.0069479 0.00781053
0.949999 0.0526525 0.0115782 0.00701651 0.00786918
0.959999 0.0535428 0.0117499 0.00708462 0.0079276
0.969999 0.0544362 0.0119219 0.00715286 0.00798582
0.979999 0.0553317 0.0120937 0.00722048 0.0080436
0.989999 0.0562282 0.0122673 0.00728811 0.00810141
0.999999 0.0571276 0.0124412 0.0073557 0.00815875
