# x0 = y0, u0, v0, t, x, u, v, delta0.05,	0.05,	0.05,	2.2262,	0.0137983,	-0.0406399,	0.0452796,	1.86803e-07
0.22,	0.48,	0.37,	8,	0.22,	-0.48,	0.37,	0
0.22,	0.49,	0.37,	8,	0.22,	-0.49,	0.37,	0
0.22,	0.05,	0.38,	8,	0.22,	-0.05,	0.38,	0.910502
0.22,	0.06,	0.38,	6.18932,	0.262443,	-0.271082,	0.271083,	3.94046e-07
0.22,	0.07,	0.38,	3.83524,	0.0518239,	-0.0984295,	0.361834,	0.416594
0.22,	0.08,	0.38,	7.83954,	0.165557,	-0.00408761,	0.386636,	0.761831
0.22,	0.09,	0.38,	7.85314,	0.216937,	-0.0795553,	0.377801,	0.903865
0.22,	0.1,	0.38,	6.88869,	0.320135,	-0.300265,	0.300264,	3.96037e-07
0.22,	0.11,	0.38,	8.44604,	0.32484,	-0.29206,	0.285127,	0.825089
0.22,	0.12,	0.38,	8.41105,	0.285653,	-0.223711,	0.344101,	0.884619
0.22,	0.13,	0.38,	8.38256,	0.283895,	-0.226527,	0.348497,	0.872796
0.22,	0.14,	0.38,	8.36816,	0.281027,	-0.22687,	0.357137,	0.865928
0.22,	0.15,	0.38,	8,	0.22,	-0.15,	0.38,	0.925773
0.22,	0.16,	0.38,	8,	0.22,	-0.16,	0.38,	0.923665
0.22,	0.17,	0.38,	8,	0.22,	-0.17,	0.38,	0.920625
0.22,	0.18,	0.38,	8,	0.22,	-0.18,	0.38,	0.916618
0.22,	0.19,	0.38,	8,	0.22,	-0.19,	0.38,	0.911629
0.22,	0.2,	0.38,	8,	0.22,	-0.2,	0.38,	0.90567
0.22,	0.21,	0.38,	6.58348,	0.291323,	-0.284264,	0.284264,	2.22927e-07
0.22,	0.22,	0.38,	8,	0.22,	-0.22,	0.38,	0.891058
0.22,	0.23,	0.38,	8,	0.22,	-0.23,	0.38,	0.882601
0.22,	0.24,	0.38,	8,	0.22,	-0.24,	0.38,	0.873574
0.22,	0.25,	0.38,	8,	0.22,	-0.25,	0.38,	0.864178
0.22,	0.26,	0.38,	8,	0.22,	-0.26,	0.38,	0.854653
0.22,	0.27,	0.38,	8,	0.22,	-0.27,	0.38,	0.84528
0.22,	0.28,	0.38,	17.8088,	-0.909853,	-9.85674,	0.156445,	0
0.22,	0.29,	0.38,	8,	0.22,	-0.29,	0.38,	0
0.22,	0.3,	0.38,	8,	0.22,	-0.3,	0.38,	0
0.22,	0.31,	0.38,	8,	0.22,	-0.31,	0.38,	0
0.22,	0.32,	0.38,	8,	0.22,	-0.32,	0.38,	0
0.22,	0.33,	0.38,	8,	0.22,	-0.33,	0.38,	0
0.22,	0.34,	0.38,	8,	0.22,	-0.34,	0.38,	0
0.22,	0.35,	0.38,	8,	0.22,	-0.35,	0.38,	0
0.22,	0.36,	0.38,	8,	0.22,	-0.36,	0.38,	0
0.22,	0.37,	0.38,	8,	0.22,	-0.37,	0.38,	0
0.22,	0.38,	0.38,	8,	0.22,	-0.38,	0.38,	0
0.22,	0.39,	0.38,	8,	0.22,	-0.39,	0.38,	0
0.22,	0.4,	0.38,	8,	0.22,	-0.4,	0.38,	0
0.22,	0.41,	0.38,	8,	0.22,	-0.41,	0.38,	0
0.22,	0.42,	0.38,	8,	0.22,	-0.42,	0.38,	0
0.22,	0.43,	0.38,	8,	0.22,	-0.43,	0.38,	0
0.22,	0.44,	0.38,	8,	0.22,	-0.44,	0.38,	0
0.22,	0.45,	0.38,	8,	0.22,	-0.45,	0.38,	0
0.22,	0.46,	0.38,	8,	0.22,	-0.46,	0.38,	0
0.22,	0.47,	0.38,	8,	0.22,	-0.47,	0.38,	0
0.22,	0.48,	0.38,	8,	0.22,	-0.48,	0.38,	0
0.22,	0.49,	0.38,	8,	0.22,	-0.49,	0.38,	0
0.22,	0.05,	0.39,	2.96459,	0.109184,	-0.232024,	0.232024,	8.42565e-09
0.22,	0.06,	0.39,	2.00837,	0.0360805,	-0.22582,	0.22582,	4.91338e-07
0.22,	0.07,	0.39,	8,	0.22,	-0.07,	0.39,	0.91753
0.22,	0.08,	0.39,	8,	0.22,	-0.08,	0.39,	0.919733
0.22,	0.09,	0.39,	8.47615,	0.285911,	-0.18793,	0.368563,	0.912874
0.22,	0.1,	0.39,	8.41466,	0.285546,	-0.197675,	0.364269,	0.891141
0.22,	0.11,	0.39,	8,	0.22,	-0.11,	0.39,	0.923606
0.22,	0.12,	0.39,	8,	0.22,	-0.12,	0.39,	0.923752
0.22,	0.13,	0.39,	8,	0.22,	-0.13,	0.39,	0.923206
0.22,	0.14,	0.39,	8,	0.22,	-0.14,	0.39,	0.921901
0.22,	0.15,	0.39,	8,	0.22,	-0.15,	0.39,	0.919774
0.22,	0.16,	0.39,	8,	0.22,	-0.16,	0.39,	0.916773
0.22,	0.17,	0.39,	8,	0.22,	-0.17,	0.39,	0.91286
0.22,	0.18,	0.39,	8,	0.22,	-0.18,	0.39,	0.908014
0.22,	0.19,	0.39,	8,	0.22,	-0.19,	0.39,	0.902238
0.22,	0.2,	0.39,	8,	0.22,	-0.2,	0.39,	0.895562
0.22,	0.21,	0.39,	8,	0.22,	-0.21,	0.39,	0.888049
0.22,	0.22,	0.39,	8,	0.22,	-0.22,	0.39,	0.879792
0.22,	0.23,	0.39,	8,	0.22,	-0.23,	0.39,	0.870927
0.22,	0.24,	0.39,	8,	0.22,	-0.24,	0.39,	0.861626
0.22,	0.25,	0.39,	8,	0.22,	-0.25,	0.39,	0.852102
0.22,	0.26,	0.39,	8,	0.22,	-0.26,	0.39,	0.842608
0.22,	0.27,	0.39,	35.6409,	-1.77542,	-19.1658,	0.547601,	0
0.22,	0.28,	0.39,	8,	0.22,	-0.28,	0.39,	0
0.22,	0.29,	0.39,	8,	0.22,	-0.29,	0.39,	0
0.22,	0.3,	0.39,	8,	0.22,	-0.3,	0.39,	0
0.22,	0.31,	0.39,	8,	0.22,	-0.31,	0.39,	0
0.22,	0.32,	0.39,	8,	0.22,	-0.32,	0.39,	0
0.22,	0.33,	0.39,	8,	0.22,	-0.33,	0.39,	0
0.22,	0.34,	0.39,	8,	0.22,	-0.34,	0.39,	0
0.22,	0.35,	0.39,	8,	0.22,	-0.35,	0.39,	0
0.22,	0.36,	0.39,	8,	0.22,	-0.36,	0.39,	0
0.22,	0.37,	0.39,	8,	0.22,	-0.37,	0.39,	0
0.22,	0.38,	0.39,	8,	0.22,	-0.38,	0.39,	0
0.22,	0.39,	0.39,	8,	0.22,	-0.39,	0.39,	0
0.22,	0.4,	0.39,	8,	0.22,	-0.4,	0.39,	0
0.22,	0.41,	0.39,	8,	0.22,	-0.41,	0.39,	0
0.22,	0.42,	0.39,	8,	0.22,	-0.42,	0.39,	0
0.22,	0.43,	0.39,	8,	0.22,	-0.43,	0.39,	0
0.22,	0.44,	0.39,	8,	0.22,	-0.44,	0.39,	0
0.22,	0.45,	0.39,	8,	0.22,	-0.45,	0.39,	0
0.22,	0.46,	0.39,	8,	0.22,	-0.46,	0.39,	0
0.22,	0.47,	0.39,	8,	0.22,	-0.47,	0.39,	0
0.22,	0.48,	0.39,	8,	0.22,	-0.48,	0.39,	0
0.22,	0.49,	0.39,	8,	0.22,	-0.49,	0.39,	0
0.22,	0.05,	0.4,	4.34153,	0.165949,	-0.241698,	0.241698,	4.55242e-09
0.22,	0.06,	0.4,	8,	0.22,	-0.06,	0.4,	0.914242
0.22,	0.07,	0.4,	7.04895,	0.293575,	-0.214484,	0.259293,	0.489278
0.22,	0.08,	0.4,	8,	0.22,	-0.08,	0.4,	0.917751
0.22,	0.09,	0.4,	8,	0.22,	-0.09,	0.4,	0.918865
0.22,	0.1,	0.4,	8,	0.22,	-0.1,	0.4,	0.919468
0.22,	0.11,	0.4,	8,	0.22,	-0.11,	0.4,	0.919492
0.22,	0.12,	0.4,	8,	0.22,	-0.12,	0.4,	0.918872
0.22,	0.13,	0.4,	8,	0.22,	-0.13,	0.4,	0.917542
0.22,	0.14,	0.4,	8,	0.22,	-0.14,	0.4,	0.915443
0.22,	0.15,	0.4,	8,	0.22,	-0.15,	0.4,	0.912524
0.22,	0.16,	0.4,	8,	0.22,	-0.16,	0.4,	0.908743
0.22,	0.17,	0.4,	8,	0.22,	-0.17,	0.4,	0.904076
0.22,	0.18,	0.4,	8,	0.22,	-0.18,	0.4,	0.898516
0.22,	0.19,	0.4,	8,	0.22,	-0.19,	0.4,	0.892081
0.22,	0.2,	0.4,	8,	0.22,	-0.2,	0.4,	0.884815
0.22,	0.21,	0.4,	8,	0.22,	-0.21,	0.4,	0.876793
0.22,	0.22,	0.4,	8,	0.22,	-0.22,	0.4,	0.868127
0.22,	0.23,	0.4,	8,	0.22,	-0.23,	0.4,	0.858962
0.22,	0.24,	0.4,	8,	0.22,	-0.24,	0.4,	0.849485
0.22,	0.25,	0.4,	8,	0.22,	-0.25,	0.4,	0.839918
0.22,	0.26,	0.4,	8,	0.22,	-0.26,	0.4,	0.830524
0.22,	0.27,	0.4,	8,	0.22,	-0.27,	0.4,	0
0.22,	0.28,	0.4,	8,	0.22,	-0.28,	0.4,	0
0.22,	0.29,	0.4,	8,	0.22,	-0.29,	0.4,	0
0.22,	0.3,	0.4,	8,	0.22,	-0.3,	0.4,	0
0.22,	0.31,	0.4,	8,	0.22,	-0.31,	0.4,	0
0.22,	0.32,	0.4,	8,	0.22,	-0.32,	0.4,	0
0.22,	0.33,	0.4,	8,	0.22,	-0.33,	0.4,	0
0.22,	0.34,	0.4,	8,	0.22,	-0.34,	0.4,	0
0.22,	0.35,	0.4,	8,	0.22,	-0.35,	0.4,	0
0.22,	0.36,	0.4,	8,	0.22,	-0.36,	0.4,	0
0.22,	0.37,	0.4,	8,	0.22,	-0.37,	0.4,	0
0.22,	0.38,	0.4,	8,	0.22,	-0.38,	0.4,	0
0.22,	0.39,	0.4,	8,	0.22,	-0.39,	0.4,	0
0.22,	0.4,	0.4,	8,	0.22,	-0.4,	0.4,	0
0.22,	0.41,	0.4,	8,	0.22,	-0.41,	0.4,	0
0.22,	0.42,	0.4,	8,	0.22,	-0.42,	0.4,	0
0.22,	0.43,	0.4,	8,	0.22,	-0.43,	0.4,	0
0.22,	0.44,	0.4,	8,	0.22,	-0.44,	0.4,	0
0.22,	0.45,	0.4,	8,	0.22,	-0.45,	0.4,	0
0.22,	0.46,	0.4,	8,	0.22,	-0.46,	0.4,	0
0.22,	0.47,	0.4,	8,	0.22,	-0.47,	0.4,	0
0.22,	0.48,	0.4,	8,	0.22,	-0.48,	0.4,	0
0.22,	0.49,	0.4,	8,	0.22,	-0.49,	0.4,	0
0.22,	0.05,	0.41,	7.92552,	0.206335,	-0.00250975,	0.424176,	0.894393
0.22,	0.06,	0.41,	8,	0.22,	-0.06,	0.41,	0.91199
0.22,	0.07,	0.41,	8.16868,	0.250752,	-0.128814,	0.391218,	0.905563
0.22,	0.08,	0.41,	8,	0.22,	-0.08,	0.41,	0.914295
0.22,	0.09,	0.41,	8,	0.22,	-0.09,	0.41,	0.914768
0.22,	0.1,	0.41,	8,	0.22,	-0.1,	0.41,	0.914707
0.22,	0.11,	0.41,	8,	0.22,	-0.11,	0.41,	0.914047
0.22,	0.12,	0.41,	8,	0.22,	-0.12,	0.41,	0.912729
0.22,	0.13,	0.41,	8,	0.22,	-0.13,	0.41,	0.910693
0.22,	0.14,	0.41,	8,	0.22,	-0.14,	0.41,	0.907888
0.22,	0.15,	0.41,	8,	0.22,	-0.15,	0.41,	0.904272
0.22,	0.16,	0.41,	8,	0.22,	-0.16,	0.41,	0.899814
0.22,	0.17,	0.41,	8,	0.22,	-0.17,	0.41,	0.894499
0.22,	0.18,	0.41,	8,	0.22,	-0.18,	0.41,	0.888333
0.22,	0.19,	0.41,	8,	0.22,	-0.19,	0.41,	0.881346
0.22,	0.2,	0.41,	8,	0.22,	-0.2,	0.41,	0.873594
0.22,	0.21,	0.41,	8,	0.22,	-0.21,	0.41,	0.865165
0.22,	0.22,	0.41,	8,	0.22,	-0.22,	0.41,	0.856181
0.22,	0.23,	0.41,	8,	0.22,	-0.23,	0.41,	0.8468
0.22,	0.24,	0.41,	8,	0.22,	-0.24,	0.41,	0.837217
0.22,	0.25,	0.41,	8,	0.22,	-0.25,	0.41,	0.827666
0.22,	0.26,	0.41,	8,	0.22,	-0.26,	0.41,	0
0.22,	0.27,	0.41,	8,	0.22,	-0.27,	0.41,	0
0.22,	0.28,	0.41,	8,	0.22,	-0.28,	0.41,	0
0.22,	0.29,	0.41,	8,	0.22,	-0.29,	0.41,	0
0.22,	0.3,	0.41,	8,	0.22,	-0.3,	0.41,	0
0.22,	0.31,	0.41,	8,	0.22,	-0.31,	0.41,	0
0.22,	0.32,	0.41,	8,	0.22,	-0.32,	0.41,	0
0.22,	0.33,	0.41,	8,	0.22,	-0.33,	0.41,	0
0.22,	0.34,	0.41,	8,	0.22,	-0.34,	0.41,	0
0.22,	0.35,	0.41,	8,	0.22,	-0.35,	0.41,	0
0.22,	0.36,	0.41,	8,	0.22,	-0.36,	0.41,	0
0.22,	0.37,	0.41,	8,	0.22,	-0.37,	0.41,	0
0.22,	0.38,	0.41,	8,	0.22,	-0.38,	0.41,	0
0.22,	0.39,	0.41,	8,	0.22,	-0.39,	0.41,	0
0.22,	0.4,	0.41,	8,	0.22,	-0.4,	0.41,	0
0.22,	0.41,	0.41,	8,	0.22,	-0.41,	0.41,	0
0.22,	0.42,	0.41,	8,	0.22,	-0.42,	0.41,	0
0.22,	0.43,	0.41,	8,	0.22,	-0.43,	0.41,	0
0.22,	0.44,	0.41,	8,	0.22,	-0.44,	0.41,	0
0.22,	0.45,	0.41,	8,	0.22,	-0.45,	0.41,	0
0.22,	0.46,	0.41,	8,	0.22,	-0.46,	0.41,	0
0.22,	0.47,	0.41,	8,	0.22,	-0.47,	0.41,	0
0.22,	0.48,	0.41,	8,	0.22,	-0.48,	0.41,	0
0.22,	0.49,	0.41,	8,	0.22,	-0.49,	0.41,	0
0.22,	0.05,	0.42,	8,	0.22,	-0.05,	0.42,	0.907377
0.22,	0.06,	0.42,	8.13914,	0.243757,	-0.10596,	0.406524,	0.907307
0.22,	0.07,	0.42,	8,	0.22,	-0.07,	0.42,	0.909316
0.22,	0.08,	0.42,	8,	0.22,	-0.08,	0.42,	0.909668
0.22,	0.09,	0.42,	8,	0.22,	-0.09,	0.42,	0.909532
0.22,	0.1,	0.42,	8,	0.22,	-0.1,	0.42,	0.908847
0.22,	0.11,	0.42,	8,	0.22,	-0.11,	0.42,	0.907554
0.22,	0.12,	0.42,	8,	0.22,	-0.12,	0.42,	0.905598
0.22,	0.13,	0.42,	8,	0.22,	-0.13,	0.42,	0.902925
0.22,	0.14,	0.42,	8,	0.22,	-0.14,	0.42,	0.89949
0.22,	0.15,	0.42,	8,	0.22,	-0.15,	0.42,	0.895258
0.22,	0.16,	0.42,	8,	0.22,	-0.16,	0.42,	0.890208
0.22,	0.17,	0.42,	8,	0.22,	-0.17,	0.42,	0.884334
0.22,	0.18,	0.42,	8,	0.22,	-0.18,	0.42,	0.877652
0.22,	0.19,	0.42,	8,	0.22,	-0.19,	0.42,	0.8702
0.22,	0.2,	0.42,	8,	0.22,	-0.2,	0.42,	0.862046
0.22,	0.21,	0.42,	8,	0.22,	-0.21,	0.42,	0.853287
0.22,	0.22,	0.42,	8,	0.22,	-0.22,	0.42,	0.844055
0.22,	0.23,	0.42,	8,	0.22,	-0.23,	0.42,	0.834517
0.22,	0.24,	0.42,	8,	0.22,	-0.24,	0.42,	0.824877
0.22,	0.25,	0.42,	30.7844,	-0.514235,	-12.556,	0.40197,	0
0.22,	0.26,	0.42,	8,	0.22,	-0.26,	0.42,	0
0.22,	0.27,	0.42,	8,	0.22,	-0.27,	0.42,	0
0.22,	0.28,	0.42,	8,	0.22,	-0.28,	0.42,	0
0.22,	0.29,	0.42,	8,	0.22,	-0.29,	0.42,	0
0.22,	0.3,	0.42,	8,	0.22,	-0.3,	0.42,	0
0.22,	0.31,	0.42,	8,	0.22,	-0.31,	0.42,	0
0.22,	0.32,	0.42,	8,	0.22,	-0.32,	0.42,	0
0.22,	0.33,	0.42,	8,	0.22,	-0.33,	0.42,	0
0.22,	0.34,	0.42,	8,	0.22,	-0.34,	0.42,	0
0.22,	0.35,	0.42,	8,	0.22,	-0.35,	0.42,	0
0.22,	0.36,	0.42,	8,	0.22,	-0.36,	0.42,	0
0.22,	0.37,	0.42,	8,	0.22,	-0.37,	0.42,	0
0.22,	0.38,	0.42,	8,	0.22,	-0.38,	0.42,	0
0.22,	0.39,	0.42,	8,	0.22,	-0.39,	0.42,	0
0.22,	0.4,	0.42,	8,	0.22,	-0.4,	0.42,	0
0.22,	0.41,	0.42,	8,	0.22,	-0.41,	0.42,	0
0.22,	0.42,	0.42,	8,	0.22,	-0.42,	0.42,	0
0.22,	0.43,	0.42,	8,	0.22,	-0.43,	0.42,	0
0.22,	0.44,	0.42,	8,	0.22,	-0.44,	0.42,	0
0.22,	0.45,	0.42,	8,	0.22,	-0.45,	0.42,	0
0.22,	0.46,	0.42,	8,	0.22,	-0.46,	0.42,	0
0.22,	0.47,	0.42,	8,	0.22,	-0.47,	0.42,	0
0.22,	0.48,	0.42,	8,	0.22,	-0.48,	0.42,	0
0.22,	0.49,	0.42,	8,	0.22,	-0.49,	0.42,	0
0.22,	0.05,	0.43,	8,	0.22,	-0.05,	0.43,	0.903601
0.22,	0.06,	0.43,	8,	0.22,	-0.06,	0.43,	0.904199
0.22,	0.07,	0.43,	8,	0.22,	-0.07,	0.43,	0.904411
0.22,	0.08,	0.43,	8,	0.22,	-0.08,	0.43,	0.904184
0.22,	0.09,	0.43,	8,	0.22,	-0.09,	0.43,	0.903461
0.22,	0.1,	0.43,	7.54194,	0.510571,	-0.609889,	0.0178732,	0
0.22,	0.11,	0.43,	7.51136,	0.50266,	-0.599915,	0.00859873,	0
0.22,	0.12,	0.43,	8,	0.22,	-0.12,	0.43,	0.897753
0.22,	0.13,	0.43,	8,	0.22,	-0.13,	0.43,	0.894497
0.22,	0.14,	0.43,	8,	0.22,	-0.14,	0.43,	0.890494
0.22,	0.15,	0.43,	7.113,	0.328824,	-0.241537,	0.237706,	0.378987
0.22,	0.16,	0.43,	7.09353,	0.332341,	-0.252524,	0.224624,	0.365128
0.22,	0.17,	0.43,	8,	0.22,	-0.17,	0.43,	0.873777
0.22,	0.18,	0.43,	8,	0.22,	-0.18,	0.43,	0.866647
0.22,	0.19,	0.43,	8,	0.22,	-0.19,	0.43,	0.858798
0.22,	0.2,	0.43,	8,	0.22,	-0.2,	0.43,	0.850303
0.22,	0.21,	0.43,	8,	0.22,	-0.21,	0.43,	0.84127
0.22,	0.22,	0.43,	8,	0.22,	-0.22,	0.43,	0.831836
0.22,	0.23,	0.43,	8,	0.22,	-0.23,	0.43,	0.822179
0.22,	0.24,	0.43,	8,	0.22,	-0.24,	0.43,	0.812508
0.22,	0.25,	0.43,	8,	0.22,	-0.25,	0.43,	0
0.22,	0.26,	0.43,	8,	0.22,	-0.26,	0.43,	0
0.22,	0.27,	0.43,	8,	0.22,	-0.27,	0.43,	0
0.22,	0.28,	0.43,	8,	0.22,	-0.28,	0.43,	0
0.22,	0.29,	0.43,	8,	0.22,	-0.29,	0.43,	0
0.22,	0.3,	0.43,	8,	0.22,	-0.3,	0.43,	0
0.22,	0.31,	0.43,	8,	0.22,	-0.31,	0.43,	0
0.22,	0.32,	0.43,	8,	0.22,	-0.32,	0.43,	0
0.22,	0.33,	0.43,	8,	0.22,	-0.33,	0.43,	0
0.22,	0.34,	0.43,	8,	0.22,	-0.34,	0.43,	0
0.22,	0.35,	0.43,	8,	0.22,	-0.35,	0.43,	0
0.22,	0.36,	0.43,	8,	0.22,	-0.36,	0.43,	0
0.22,	0.37,	0.43,	8,	0.22,	-0.37,	0.43,	0
0.22,	0.38,	0.43,	8,	0.22,	-0.38,	0.43,	0
0.22,	0.39,	0.43,	8,	0.22,	-0.39,	0.43,	0
0.22,	0.4,	0.43,	8,	0.22,	-0.4,	0.43,	0
0.22,	0.41,	0.43,	8,	0.22,	-0.41,	0.43,	0
0.22,	0.42,	0.43,	8,	0.22,	-0.42,	0.43,	0
0.22,	0.43,	0.43,	8,	0.22,	-0.43,	0.43,	0
0.22,	0.44,	0.43,	8,	0.22,	-0.44,	0.43,	0
0.22,	0.45,	0.43,	8,	0.22,	-0.45,	0.43,	0
0.22,	0.46,	0.43,	8,	0.22,	-0.46,	0.43,	0
0.22,	0.47,	0.43,	8,	0.22,	-0.47,	0.43,	0
0.22,	0.48,	0.43,	8,	0.22,	-0.48,	0.43,	0
0.22,	0.49,	0.43,	8,	0.22,	-0.49,	0.43,	0
0.22,	0.05,	0.44,	8,	0.22,	-0.05,	0.44,	0
0.22,	0.06,	0.44,	8,	0.22,	-0.06,	0.44,	0
0.22,	0.07,	0.44,	8,	0.22,	-0.07,	0.44,	0
0.22,	0.08,	0.44,	8,	0.22,	-0.08,	0.44,	0
0.22,	0.09,	0.44,	8,	0.22,	-0.09,	0.44,	0
0.22,	0.1,	0.44,	8,	0.22,	-0.1,	0.44,	0.895019
0.22,	0.11,	0.44,	8,	0.22,	-0.11,	0.44,	0.892568
0.22,	0.12,	0.44,	8,	0.22,	-0.12,	0.44,	0.889466
0.22,	0.13,	0.44,	8,	0.22,	-0.13,	0.44,	0.885668
0.22,	0.14,	0.44,	7.2197,	0.320687,	-0.21593,	0.279937,	0.415943
0.22,	0.15,	0.44,	7.20066,	0.321885,	-0.222372,	0.272671,	0.403917
0.22,	0.16,	0.44,	7.17928,	0.323472,	-0.229131,	0.264404,	0.391424
0.22,	0.17,	0.44,	7.15437,	0.325436,	-0.23586,	0.255084,	0.379144
0.22,	0.18,	0.44,	7.12382,	0.327884,	-0.242282,	0.244313,	0.367757
0.22,	0.19,	0.44,	7.08366,	0.331164,	-0.248345,	0.230919,	0.35806
0.22,	0.2,	0.44,	8,	0.22,	-0.2,	0.44,	0.838488
0.22,	0.21,	0.44,	8,	0.22,	-0.21,	0.44,	0.829214
0.22,	0.22,	0.44,	8,	0.22,	-0.22,	0.44,	0.819607
0.22,	0.23,	0.44,	8,	0.22,	-0.23,	0.44,	0.809847
0.22,	0.24,	0.44,	8,	0.22,	-0.24,	0.44,	0
0.22,	0.25,	0.44,	8,	0.22,	-0.25,	0.44,	0
0.22,	0.26,	0.44,	8,	0.22,	-0.26,	0.44,	0
0.22,	0.27,	0.44,	8,	0.22,	-0.27,	0.44,	0
0.22,	0.28,	0.44,	8,	0.22,	-0.28,	0.44,	0
0.22,	0.29,	0.44,	8,	0.22,	-0.29,	0.44,	0
0.22,	0.3,	0.44,	8,	0.22,	-0.3,	0.44,	0
0.22,	0.31,	0.44,	8,	0.22,	-0.31,	0.44,	0
0.22,	0.32,	0.44,	8,	0.22,	-0.32,	0.44,	0
0.22,	0.33,	0.44,	8,	0.22,	-0.33,	0.44,	0
0.22,	0.34,	0.44,	8,	0.22,	-0.34,	0.44,	0
0.22,	0.35,	0.44,	8,	0.22,	-0.35,	0.44,	0
0.22,	0.36,	0.44,	8,	0.22,	-0.36,	0.44,	0
0.22,	0.37,	0.44,	8,	0.22,	-0.37,	0.44,	0
0.22,	0.38,	0.44,	8,	0.22,	-0.38,	0.44,	0
0.22,	0.39,	0.44,	8,	0.22,	-0.39,	0.44,	0
0.22,	0.4,	0.44,	8,	0.22,	-0.4,	0.44,	0
0.22,	0.41,	0.44,	8,	0.22,	-0.41,	0.44,	0
0.22,	0.42,	0.44,	8,	0.22,	-0.42,	0.44,	0
0.22,	0.43,	0.44,	8,	0.22,	-0.43,	0.44,	0
0.22,	0.44,	0.44,	8,	0.22,	-0.44,	0.44,	0
0.22,	0.45,	0.44,	8,	0.22,	-0.45,	0.44,	0
0.22,	0.46,	0.44,	8,	0.22,	-0.46,	0.44,	0
0.22,	0.47,	0.44,	8,	0.22,	-0.47,	0.44,	0
0.22,	0.48,	0.44,	8,	0.22,	-0.48,	0.44,	0
0.22,	0.49,	0.44,	8,	0.22,	-0.49,	0.44,	0
0.22,	0.05,	0.45,	8,	0.22,	-0.05,	0.45,	0
0.22,	0.06,	0.45,	8,	0.22,	-0.06,	0.45,	0
0.22,	0.07,	0.45,	8,	0.22,	-0.07,	0.45,	0
0.22,	0.08,	0.45,	8,	0.22,	-0.08,	0.45,	0
0.22,	0.09,	0.45,	8,	0.22,	-0.09,	0.45,	0
0.22,	0.1,	0.45,	8,	0.22,	-0.1,	0.45,	0
0.22,	0.11,	0.45,	8,	0.22,	-0.11,	0.45,	0
0.22,	0.12,	0.45,	8,	0.22,	-0.12,	0.45,	0
0.22,	0.13,	0.45,	8,	0.22,	-0.13,	0.45,	0
0.22,	0.14,	0.45,	8,	0.22,	-0.14,	0.45,	0
0.22,	0.15,	0.45,	8,	0.22,	-0.15,	0.45,	0
0.22,	0.16,	0.45,	8,	0.22,	-0.16,	0.45,	0
0.22,	0.17,	0.45,	7.24343,	0.315177,	-0.214888,	0.295218,	0.411061
0.22,	0.18,	0.45,	7.21397,	0.315626,	-0.215913,	0.290718,	0.402564
0.22,	0.19,	0.45,	7.1751,	0.31669,	-0.214873,	0.284779,	0.396493
0.22,	0.2,	0.45,	7.11753,	0.319184,	-0.211028,	0.274856,	0.39451
0.22,	0.21,	0.45,	8,	0.22,	-0.21,	0.45,	0.817218
0.22,	0.22,	0.45,	8,	0.22,	-0.22,	0.45,	0.807444
0.22,	0.23,	0.45,	8,	0.22,	-0.23,	0.45,	0.797581
0.22,	0.24,	0.45,	8,	0.22,	-0.24,	0.45,	0
0.22,	0.25,	0.45,	8,	0.22,	-0.25,	0.45,	0
0.22,	0.26,	0.45,	8,	0.22,	-0.26,	0.45,	0
0.22,	0.27,	0.45,	8,	0.22,	-0.27,	0.45,	0
0.22,	0.28,	0.45,	8,	0.22,	-0.28,	0.45,	0
0.22,	0.29,	0.45,	8,	0.22,	-0.29,	0.45,	0
0.22,	0.3,	0.45,	8,	0.22,	-0.3,	0.45,	0
0.22,	0.31,	0.45,	8,	0.22,	-0.31,	0.45,	0
0.22,	0.32,	0.45,	8,	0.22,	-0.32,	0.45,	0
0.22,	0.33,	0.45,	8,	0.22,	-0.33,	0.45,	0
0.22,	0.34,	0.45,	8,	0.22,	-0.34,	0.45,	0
0.22,	0.35,	0.45,	8,	0.22,	-0.35,	0.45,	0
0.22,	0.36,	0.45,	8,	0.22,	-0.36,	0.45,	0
0.22,	0.37,	0.45,	8,	0.22,	-0.37,	0.45,	0
0.22,	0.38,	0.45,	8,	0.22,	-0.38,	0.45,	0
0.22,	0.39,	0.45,	8,	0.22,	-0.39,	0.45,	0
0.22,	0.4,	0.45,	8,	0.22,	-0.4,	0.45,	0
0.22,	0.41,	0.45,	8,	0.22,	-0.41,	0.45,	0
0.22,	0.42,	0.45,	8,	0.22,	-0.42,	0.45,	0
0.22,	0.43,	0.45,	8,	0.22,	-0.43,	0.45,	0
0.22,	0.44,	0.45,	8,	0.22,	-0.44,	0.45,	0
0.22,	0.45,	0.45,	8,	0.22,	-0.45,	0.45,	0
0.22,	0.46,	0.45,	8,	0.22,	-0.46,	0.45,	0
0.22,	0.47,	0.45,	8,	0.22,	-0.47,	0.45,	0
0.22,	0.48,	0.45,	8,	0.22,	-0.48,	0.45,	0
0.22,	0.49,	0.45,	8,	0.22,	-0.49,	0.45,	0
0.22,	0.05,	0.46,	8,	0.22,	-0.05,	0.46,	0
0.22,	0.06,	0.46,	8,	0.22,	-0.06,	0.46,	0
0.22,	0.07,	0.46,	8,	0.22,	-0.07,	0.46,	0
0.22,	0.08,	0.46,	8,	0.22,	-0.08,	0.46,	0
0.22,	0.09,	0.46,	8,	0.22,	-0.09,	0.46,	0
